manufacturerNormalized,radioModelPrefix,architecture,notes
AVIAT,E600HPL650M16Q147MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL650M256Q296MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL650M256Q317MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL650M64Q211MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL650M64Q232MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL650MQPSK62MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL650MQPSK73MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL660M16Q148MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL660M16Q183MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL660M256Q345MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL660M256Q366MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL660M64Q246MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL660M64Q270MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL660MQPSK73MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU610M128Q50MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU610M16Q24MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU610M16Q29MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU610M256Q,Unknown,
AVIAT,E600HPU610M256Q56MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU610M256Q56MBAM,Unknown,
AVIAT,E600HPU610M256Q60MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU610M256Q60MBAM,Unknown,
AVIAT,E600HPU610M64Q29T,Unknown,
AVIAT,E600HPU610M64Q40MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU610M64Q42MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU610M64Q45MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU610MQPSK14MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU6135MB64QAM135,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU630M,Unknown,
AVIAT,E600HPU630M128Q154MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU630M128QOC3,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU630M154MB,Unknown,
AVIAT,E600HPU630M16Q78MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU630M16Q87MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU630M256Q178MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU630M256Q179MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU630M256Q189MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU630M256Q189MBA,Unknown,
AVIAT,E600HPU630M32QLL,Unknown,
AVIAT,E600HPU630M64Q135MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU630M64Q138MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU630M64QLL,Unknown,
AVIAT,E600HPU630MQPSK38MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU630MQPSK43MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU63M7532Q12MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPU65M128Q16T24MB,Unknown,
AVIAT,E600HPUP10M64Q45MB,Unknown,
AVIAT,E600HU630M256QAM189MB,Unknown,
AVIAT,E600HUP610M64Q45MB,Unknown,
AVIAT,E600SPL610M128Q50MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL610M16Q29MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL610M256Q60MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL610M64Q42MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL610M64Q45MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL610MQPSK11MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL610MQPSK14MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL630M128Q154MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL630M128QOC3,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL630M16Q78MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL630M16Q87MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL630M256Q179MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL630M256Q189MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL6,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL630M64Q135MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL630M64Q138MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL630MQPSK38MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL630MQPSK43MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPL660M256Q345MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU610M,Unknown,
AVIAT,E600SPU610M128Q50MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU610M16Q29MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU610M256Q36T55MB,Unknown,
AVIAT,E600SPU610M256Q56MBAM,Unknown,
AVIAT,E600SPU610M256Q60MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU6,ODU,
AVIAT,E600SPU610M60MBAMR,Unknown,
AVIAT,E600SPU610M64Q42MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU610M64Q45MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU610M64QDS3,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU610MQPSK14MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU630M128QOC3,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU630M154MB,Unknown,
AVIAT,E600SPU630M16Q87MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU630M256Q179MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU630M256Q189MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU630M64Q135MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU630M64Q138MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU630MQPSK38MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600SPU63M7532Q12MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600V2HPL630M,Unknown,
AVIAT,E600V2HPL630M128Q154MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600V2HPL630M16Q87MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600V2HPL630M256Q189MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600V2HPL630M64Q135MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600V2HPL630M64Q138MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600V2HPL630MQPSK38MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600V2HPU630M64Q135MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600V2SPL630M128Q154MB,ODU,Comsearch Frequency Coordination Database
EXALT,E60561164Q10MHZ,Unknown,
EXALT,E606511,IDU,
EXALT,E6500511,IDU,
EXALT,E650511,IDU,
EXALT,E65055164QQAM,Unknown,
EXALT,E65061164Q10M,Unknown,
EXALT,E6551164Q10M,Unknown,
EXALT,E656511128Q10MHZ,Unknown,
EXALT,E656511256Q5MHZ,Unknown,
EXALT,E65651164Q10MHZ,Unknown,
AVIAT,E6HL6135MB64Q30M,Unknown,
AVIAT,E6HL6135MB64Q30MH,Unknown,
AVIAT,E6HL6135MB64QAM30MH,Unknown,
AVIAT,E6HL6153MB064Q30M,Unknown,
AVIAT,E6HL6155MB128QAM30M,ODU,Comsearch Frequency Coordination Database
AVIAT,E6HL630M032Q132MB,Unknown,
AVIAT,E6HL630M227R70AMR,Unknown,
AVIAT,E6HL630M256Q179MB,Unknown,
AVIAT,E6HL630M27R70AMR,Unknown,
AVIAT,E6HL630M64Q135MB,Unknown,
AVIAT,E6HL630M64Q87T1,Unknown,
AVIAT,E6HL660M64Q246MB,Unknown,
AVIAT,E6HL6LL135MB64Q30M,Unknown,
AVIAT,E6HP11,Unknown,
AVIAT,E6HPL6,ODU,Comsearch Frequency Coordination Database
AVIAT,E6HPU610M128Q50MBR70,Unknown,
AVIAT,E6HPU610M16Q28MBR70,Unknown,
AVIAT,E6HPU610M256Q56MBR70,Unknown,
AVIAT,E6HPU610M32Q35MBR70,Unknown,
AVIAT,E6HPU610M64Q45MBR70,Unknown,
AVIAT,E6HPU610MQPSK12MBR70,Unknown,
AVIAT,E6HPU630M1024Q227R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6HPU630M128Q155R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6HPU630M16Q90R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6HPU630M256Q180R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6HPU630M32Q108R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6HPU630M512Q200R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6HPU630M64Q132R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6HPU630MACM,Unknown,
AVIAT,E6HPU630MQPSK39R,Unknown,
AVIAT,E6HPU630MQPSK39R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6HU30M256Q179MB,Unknown,
AVIAT,E6HU30M256Q189MB,Unknown,
AVIAT,E6HU610M64QAM29T,Unknown,
AVIAT,E6HU6135MB64QAM30MH,ODU,Comsearch Frequency Coordination Database
AVIAT,E6HU6153MB064Q30M,Unknown,
AVIAT,E6HU6155MB128QAM30M,ODU,Comsearch Frequency Coordination Database
AVIAT,E6HU630M032Q132MB,Unknown,
AVIAT,E6HU630M180R70,Unknown,
AVIAT,E6HU630M180R70AMR,Unknown,
AVIAT,E6HU630M200R70,Unknown,
AVIAT,E6HU630M64QOC3L,Unknown,
EXALT,E6LF84H0252CY64Q30MHZ,Unknown,
EXALT,E6LF84H0252XY12860,Unknown,
EXALT,E6LF84H0252XY128Q30MHZ,Unknown,
EXALT,E6LF84H0252XY128Q40MHZ,Unknown,
EXALT,E6LF84H0252XY128Q60MHZ,Unknown,
EXALT,E6LF84H0252XY1660MHZ,Unknown,
EXALT,E6LF84H0252XY16Q30MHZ,Unknown,
EXALT,E6LF84H0252XY16Q40MHZ,Unknown,
EXALT,E6LF84H0252XY16Q60MHZ,Unknown,
EXALT,E6LF84H0252XY25660,Unknown,
EXALT,E6LF84H0252XY256Q30MHZ,Unknown,
EXALT,E6LF84H0252XY256Q40MHZ,Unknown,
EXALT,E6LF84H0252XY256Q60MHZ,Unknown,
EXALT,E6LF84H0252XY3260MHZ,Unknown,
EXALT,E6LF84H0252XY32Q30MHZ,Unknown,
EXALT,E6LF84H0252XY32Q40MHZ,Unknown,
EXALT,E6LF84H0252XY32Q60MHZ,Unknown,
EXALT,E6LF84H0252XY4Q30MHZ,Unknown,
EXALT,E6LF84H0252XY4Q40MHZ,Unknown,
EXALT,E6LF84H0252XY4Q60MHZ,Unknown,
EXALT,E6LF84H0252XY512Q30MHZ,Unknown,
EXALT,E6LF84H0252XY512Q40MHZ,Unknown,
EXALT,E6LF84H0252XY512Q60MHZ,Unknown,
EXALT,E6LF84H0252XY6460,Unknown,
EXALT,E6LF84H0252XY64Q30MHZ,Unknown,
EXALT,E6LF84H0252XY64Q40MHZ,Unknown,
EXALT,E6LF84H0252XY64Q60MHZ,Unknown,
EXALT,E6LF84H0252XY64QAM10M,Unknown,
EXALT,E6LF84H0252XYQPSK30MHZ,Unknown,
EXALT,E6LF84H0252XYQPSK60MHZ,Unknown,
EXALT,E6LF84H252XY12830,Unknown,
EXALT,E6LF84H252XY12860,Unknown,
EXALT,E6LF84H252XY1630,Unknown,
EXALT,E6LF84H252XY1660,Unknown,
EXALT,E6LF84H252XY25630,Unknown,
EXALT,E6LF84H252XY25660,Unknown,
EXALT,E6LF84H252XY3230,Unknown,
EXALT,E6LF84H252XY3260,Unknown,
EXALT,E6LF84H252XY430,Unknown,
EXALT,E6LF84H252XY51230,Unknown,
EXALT,E6LF84H252XY51260,Unknown,
EXALT,E6LF84H252XY6430,Unknown,
EXALT,E6LF84H252XY6460,Unknown,
EXALT,E6LF84H252XY64QAM10M,Unknown,
EXALT,E6LF84H262XY12830,Unknown,
AVIAT,E6SL630M64QOC3L,ODU,Comsearch Frequency Coordination Database
AVIAT,E6SPL610M56M256QAMR,Unknown,
AVIAT,E6SPL630M1024Q227R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6SPL630M128Q155R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6SPL630M16Q90R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6SPL630M256Q180R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6SPL630M32Q108R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6SPL630M512Q200R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6SPL630M64Q132R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6SPL630MQPSK39R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6SPU610M128Q50MBR70,Unknown,
AVIAT,E6SU610M56R70,Unknown,
EXALT,E6UF84H0160XY128Q30MHZ,Unknown,
EXALT,E6UF84H0160XY16Q30MHZ,Unknown,
EXALT,E6UF84H0160XY256Q30MHZ,Unknown,
EXALT,E6UF84H0160XY32Q30MHZ,Unknown,
EXALT,E6UF84H0160XY4Q30MHZ,Unknown,
EXALT,E6UF84H0160XY512Q30MHZ,Unknown,
EXALT,E6UF84H0160XY64Q30MHZ,Unknown,
AVIAT,E6V2EHU630M,Unknown,
AVIAT,E6V2HL610M1024Q73R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL610M1024QRAC707,Unknown,
AVIAT,E6V2HL610M128Q51R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL610M128QRAC7051,Unknown,
AVIAT,E6V2HL610M16QRAC7029M,Unknown,
AVIAT,E6V2HL610M256Q56R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL610M256QRAC7056,Unknown,
AVIAT,E6V2HL610M32QRAC7036M,Unknown,
AVIAT,E6V2HL610M512Q67R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL610M512QRAC7067,Unknown,
AVIAT,E6V2HL610M64Q45R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL610M64QRAC7045M,Unknown,
AVIAT,E6V2HL610MQPSKRAC7013,Unknown,
AVIAT,E6V2HL630M,Unknown,
AVIAT,E6V2HL630M1024Q227R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL630M128Q155R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL630M16Q90R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL630M180R7,Unknown,
AVIAT,E6V2HL630M2048Q245R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL630M245R7ACM,Unknown,
AVIAT,E6V2HL630M245R7AMR,Unknown,
AVIAT,E6V2HL630M256Q180R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL630M266R7,Unknown,
AVIAT,E6V2HL630M266R7AMR,Unknown,
AVIAT,E6V2HL630M267R7ACM,Unknown,
AVIAT,E6V2HL630M32Q108R70,Unknown,
AVIAT,E6V2HL630M32Q109R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL630M4096Q267R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL630M512Q200R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL630M64Q132R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL630MQPSK39R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL660M,Unknown,
AVIAT,E6V2HL660M1024Q454R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL660M128Q300R70,Unknown,
AVIAT,E6V2HL660M128Q301R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL660M16Q167R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL660M2048Q491R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL660M256Q343R70,Unknown,
AVIAT,E6V2HL660M256Q344R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL660M32Q216R70,Unknown,
AVIAT,E6V2HL660M32Q217R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL660M4096Q534R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL660M512Q403R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL660M534R7ACM,Unknown,
AVIAT,E6V2HL660M64Q267R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HL660MQPSK78R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HPL630MACMR70,Unknown,
AVIAT,E6V2HU610M1024Q73R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU610M128Q51R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU610M16Q29R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU610M256Q56R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU610M32Q36R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU610M512Q67R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU610M56R70ACM,Unknown,
AVIAT,E6V2HU610M64Q45R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU610M73R70ACM,Unknown,
AVIAT,E6V2HU610MQPSK13R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU630M1024Q227R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU630M128Q155R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU630M16Q90R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU630M2048Q245R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU630M245R7,Unknown,
AVIAT,E6V2HU630M256Q180R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU630M32Q108R70,Unknown,
AVIAT,E6V2HU630M32Q109R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU630M4096Q266R70,Unknown,
AVIAT,E6V2HU630M4096Q267R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU630M512Q200R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU630M64Q132R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU630MQPSK39R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU63M7532Q11R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU65M128Q22R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU65M16Q12R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2HU65M256Q26R70,Unknown,
AVIAT,E6V2HU65M32Q14R70,Unknown,
AVIAT,E6V2HU65M64Q18R70,Unknown,
AVIAT,E6V2SL610M64Q45R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SL630M1024Q227R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SL630M128Q155R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SL630M16Q90R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SL630M2048Q245R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SL630M227R7ACM,Unknown,
AVIAT,E6V2SL630M256Q180R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SL630M266R7ACM,Unknown,
AVIAT,E6V2SL630M267R7ACM,Unknown,
AVIAT,E6V2SL630M32Q108R70,Unknown,
AVIAT,E6V2SL630M32Q109R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SL630M4096Q266R70,Unknown,
AVIAT,E6V2SL630M4096Q267R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SL630M512Q200R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SL630M64Q132R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SL630MQPSK39R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SL660M256Q344R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU610M1024Q73R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU610M128Q50R70,Unknown,
AVIAT,E6V2SU610M128Q51R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU610M16Q28R70,Unknown,
AVIAT,E6V2SU610M16Q29R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU610M256Q56R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU610M32Q35R70,Unknown,
AVIAT,E6V2SU610M32Q36R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU610M512Q67R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU610M56R70,Unknown,
AVIAT,E6V2SU610M64Q45R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU610MQPSK12R70,Unknown,
AVIAT,E6V2SU610MQPSK13R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU630M1024Q227R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU630M128Q155R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU630M16Q90R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU630M2048Q245R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU630M256Q180R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU630M267R7ACM,Unknown,
AVIAT,E6V2SU630M32Q109R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU630M4096Q267R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU630M512Q200R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU630M64Q132R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU630MQPSK39R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU65M128Q22R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU65M16Q12R70,ODU,Comsearch Frequency Coordination Database
AVIAT,E6V2SU65M256Q26R70,Unknown,
AVIAT,E6V2SU65M32Q14R70,Unknown,
AVIAT,E6V2SU65M64Q18R70,Unknown,
PENINSULA,EAK2A201,Unknown,
DMC,ECLIPSE,Unknown,
STRATEX,ECLIPSE,Unknown,
DMC,ECLIPSECONNECT,IDU,
STRATEX,ECLIPSECONNECT,IDU,
AVIAT,ECLIPSECONNECT,IDU,
HARRIS,ECLIPSECONNECT,IDU,
AVIAT,ECLIPSEIRU,IDU,
HARRIS,ECLIPSEODU,ODU,ODU is in the model
STRATEX,ECLIPSEODU,ODU,ODU is in the model
BRIDGEWAVE,EFA06016030M256Q,Unknown,
BRIDGEWAVE,EFA0625230M128Q,Unknown,
BRIDGEWAVE,EFA0625230M16Q,Unknown,
BRIDGEWAVE,EFA0625230M256Q,Unknown,
BRIDGEWAVE,EFA0625230M32Q,Unknown,
BRIDGEWAVE,EFA0625230M4Q,Unknown,
BRIDGEWAVE,EFA0625230M64Q,Unknown,
AVIAT,EH300HPL630M256Q,Unknown,
AVIAT,EH6100DS1128QAM30,Unknown,
HARRIS,EH6100DS1128QAM30,Unknown,
HARRIS,EH684DS164QAM30,Unknown,
AVIAT,EHL610C3128QAM30,Unknown,
AVIAT,EHL61DS364QAM10,Unknown,
HARRIS,EHL61DS364QAM10,Unknown,
AVIAT,EHL61OC3128QAM30,Unknown,
AVIAT,EHL630M128QAMOC3,Unknown,
AVIAT,EHL684DS164QAM30,Unknown,
AVIAT,EHL684DS164QAM30MHZ,ODU,Comsearch Frequency Coordination Database
AVIAT,EHL68DS132QAM375,Unknown,
AVIAT,EHU616DS1128QAM5,Unknown,
AVIAT,EHU628DS164QAM10,Unknown,
AVIAT,EHU684DS164QAM30,Unknown,
PENINSULA,EK2A201,ODU,"Active repeater, tower mounted, low line loss"
REPEATER TECHNOLOGIES,EK2A201,ODU,"Active repeater, tower mounted, low line loss"
PENINSULA,EK2A201RF6000EEW,Unknown,
EXALT,EPLL60GADAP60MF,Unknown,
BRIDGEWAVE,ETHERFLEX630M128QAMR,Unknown,
NERA,ETHERLINK,Unknown,
NERA,ETHERLINK6GHZ,Unknown,
CERAGON,EVLOUTIONXPANDIPLNGHA,Unknown,
CERAGON,EVOI6160128HP,Unknown,
CERAGON,EVOLHL6,Unknown,Can be split or indoor
NERA,EVOLUTION,Unknown,
CERAGON,EVOLUTIONMETRO,Unknown,
NERA,EVOLUTIONMETRO,Unknown,
NERA,EVOLUTIONMETROHP,Unknown,
NERA,EVOLUTIONSERIESMETRO,Unknown,
NERA,EVOLUTIONSERIESXPAND,Unknown,
CERAGON,EVOLUTIONXPAND,Unknown,
NERA,EVOLUTIONXPAND,Unknown,
CERAGON,EVOLUTIONXPAND67G1024,Unknown,
CERAGON,EVOLUTIONXPAND67G128Q,Unknown,
CERAGON,EVOLUTIONXPAND67G16Q,Unknown,
CERAGON,EVOLUTIONXPAND67G256Q,Unknown,
CERAGON,EVOLUTIONXPAND67G32Q,Unknown,
CERAGON,EVOLUTIONXPAND67G4Q,Unknown,
CERAGON,EVOLUTIONXPAND67G512Q,Unknown,
CERAGON,EVOLUTIONXPAND67G64Q,Unknown,
NERA,EVOLUTIONXPANDETH8T1,Unknown,
NERA,EVOLUTIONXPANDHP,Unknown,
CERAGON,EVOLUTIONXPANDIP,Unknown,
CERAGON,EVOLUTIONXPANDIPLHHP,Unknown,
CERAGON,EVOLUTIONXPANDIPLNG,Unknown,
CERAGON,EVOLUTIONXPANDIPLNGHA,Unknown,Can be split or indoor
CERAGON,EVOLUTIONXPANDIPLNGHP,Unknown,
CERAGON,EVOLUTIONXPANDIPLONGH,Unknown,
NERA,EVOLXPANDIPAMR,Unknown,
NERA,EVOLXPANDIPHPAMR,Unknown,
NERA,EVOLXPANDIPLONGHAUL,Unknown,
NERA,EVOLXPANDIPLONGHAULA,Unknown,
NERA,EVOULTIONXPANDHP,Unknown,
NERA,EVOULUTIONXPANDHP,Unknown,
EXALT,EX11SGIGEHP,Unknown,
EXALT,EX6I,Unknown,
EXALT,EX6IDS3GIGE,Unknown,
EXALT,EX6IHP,Unknown,
EXALT,EX6IHPAMR,Unknown,
EXALT,EX6IL6GHZ30MHZ,Unknown,
EXALT,EX6IOC330GIGE,Unknown,
EXALT,EX6LI,Unknown,
EXALT,EX6LIHP,Unknown,
EXALT,EX6S,Unknown,
EXALT,EX6UIHP,Unknown,
EXALT,EXI6,Unknown,
EXALT,EXI6HP,Unknown,
EXALT,EXI6LHP,Unknown,
EXALT,EXIGIGE,Unknown,
EXALT,EXL61HP30M256QAMR,Unknown,
EXALT,EXL6I4DS3GIGE,Unknown,
EXALT,EXL6IDS3GIGEHP,Unknown,
EXALT,EXL6IDS3GIGESP,Unknown,
EXALT,EXL6IGIGE,Unknown,
EXALT,EXL6IHP,Unknown,
EXALT,EXL6IHP30M256QAMR,Unknown,
EXALT,EXL6IHPAMR,Unknown,
EXALT,EXL6IOC3GIGE,Unknown,
EXALT,EXL6ISPACM,Unknown,
EXALT,EXL6SGIGE,Unknown,
EXALT,EXL6SGIGEAMR,Unknown,
EXALT,EXL6SGIGEHP,Unknown,
EXALT,EXL6SGIGEHPAMR,Unknown,
EXALT,EXLSGIGEHP,Unknown,
EXALT,EXLXIHPAMR,Unknown,
