manufacturer,antennaModel,standardModel,diameter_ft,diameter_m,gain_dBi,notes
COMMSCOPE,UHX8-59H RF,UHX859HRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
GABRIEL,UHX8-59H RF,UHX859HRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW CORP,UHX8-59H RF,UHX859HRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59HRF,UHX859HRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59H-RF,UHX859HRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
Commscope,UHX859J,UHX859J,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59J,UHX859J,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59J,UHX859J,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59-J,UHX859J,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8--59J,UHX859J,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59J F,UHX859JF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59J L,UHX859JL,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX 8-59J LF,UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8 - 59J LF,UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8 59J LF,UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8 -59JLF,UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8?59J LF,UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59 J LF,UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59J (LF),UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59J LF,UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59J LF,UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59J LF,UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59J LF,UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
RFS,UHX8-59J LF,UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59J LF,UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59JLF,UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59J-LF,UHX859JLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59J R,UHX859JR,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8- 59J RF,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8/-59J RF,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8?59J RF,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-?¡59J RF,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59J (RF),UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59J RF,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59J RF,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59J RF,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59J RF,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59J RF,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59j RF,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,uhx8-59j rf,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59JRF,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59JRF,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59J-RF,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59J-RF,UHX859JRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59K LF,UHX859KLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59KLF,UHX859KLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59K RF,UHX859KRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59K RF,UHX859KRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59KRF,UHX859KRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59KRF,UHX859KRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59 (LF),UHX859LF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59 LF,UHX859LF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59L LF,UHX859LLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59L RF,UHX859LRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59 (RF),UHX859RF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59 RF,UHX859RF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59-RF,UHX859RF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59W,UHX859W,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59W,UHX859W,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59WA,UHX859WA,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59WA LF,UHX859WALF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59 WA RF,UHX859WARF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59WA RF,UHX859WARF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59WA-RF,UHX859WARF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59WB RF,UHX859WBRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59WB RF,UHX859WBRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59W-D3A-RIGHT,UHX859WD3ARIGHT,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59WJ RF,UHX859WJRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59W L,UHX859WL,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59W LF,UHX859WLF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59W LF,UHX859WLF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59W LF,UHX859WLF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHx8-59W LF,UHX859WLF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59W-P3A (LF),UHX859WP3ALF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59W-P3A (LF),UHX859WP3ALF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59W-P3A (RF),UHX859WP3ARF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59W-P3A (RF),UHX859WP3ARF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59W RD,UHX859WRD,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59 W RF,UHX859WRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59W (RF),UHX859WRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59W RF,UHX859WRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59W RF,UHX859WRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59W RF,UHX859WRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59W RF,UHX859WRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,uhx8-59W RF,UHX859WRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59w rf,UHX859WRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59w RF,UHX859WRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59W rf,UHX859WRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-59-W RF,UHX859WRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59W/RF,UHX859WRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59WRF,UHX859WRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,UHX8-59W-RF,UHX859WRF,8,2.44,41.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,UHX8-5D RF,UHX85DRF,8,2.44,,Indeterminate.  Band designator 5 unknown. 
ANDREW,UHX8-5H RF,UHX85HRF,8,2.44,,Indeterminate.  Band designator 5 unknown. 
Commscope/Andrew,UHX865,UHX865,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-65,UHX865,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-65B LF,UHX865BLF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-65D,UHX865D,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8 65D LF,UHX865DLF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-65D LF,UHX865DLF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-65D LF,UHX865DLF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,UHX8-65D LF,UHX865DLF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-65D RF,UHX865DRF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,UHX8-65D RF,UHX865DRF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX865E,UHX865E,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-65E,UHX865E,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,UHX8-65E,UHX865E,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-65e,UHX865E,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,UHX8-65E EF,UHX865EEF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-65E LF,UHX865ELF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,UHX8-65E LF,UHX865ELF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-65E R,UHX865ER,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-65E RF,UHX865ERF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-65E RF,UHX865ERF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,UHX8-65E RF,UHX865ERF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-65E- RF,UHX865ERF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,UHX8-65E-RF,UHX865ERF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-65F,UHX865F,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,UHX8-65 (LF),UHX865LF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,UHX8-65-P3A (LF),UHX865P3ALF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,UHX8-65-P3A (RF),UHX865P3ARF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,UHX8-65 (RF),UHX865RF,8,2.44,42,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,UHX8-86E LF,UHX886ELF,8,2.44,,Indeterminate.  Band designator 86 unknown. 
RFS,UHXA6-59B LF,UHXA659BLF,6,1.83,,Indeterminate.  UHXA unknown could be UHX or UXA. 
RFS,UHXA6-59B RF,UHXA659BRF,6,1.83,,Indeterminate.  UHXA unknown could be UHX or UXA. 
RFS,UHXA6-W57A RF,UHXA6W57ARF,6,1.83,,Indeterminate.  UHXA unknown could be UHX or UXA. 
RFS,UHXA8-W59A RF,UHXA8W59ARF,8,2.44,,Indeterminate.  UHXA unknown could be UHX or UXA. 
COMMSCOPE,UHXC10-59K RF,UHXC1059KRF,10,3.05,43.2,Typo should be UHX1059KRF
ANDREW,UJX8-59J RF,UJX859JRF,8,2.44,41.3,Typo should be UHX859JRF Using that gain
ERICSSON,UKY 220 11/DC12,UKY22011DC12,4,1.22,35.8,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY 220 12/DC12,UKY22012DC12,6,1.83,39.3,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY22012/DC12,UKY22012DC12,6,1.83,39.3,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY 220 12/DC12 R2X,UKY22012DC12R2X,6,1.83,39.3,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY 220 12/DC15,UKY22012DC15,6,1.83,39.3,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY22012/DC15,UKY22012DC15,6,1.83,39.3,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY 220 12/DC15 R3X,UKY22012DC15R3X,6,1.83,39.3,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY 220 12/DC/ R2X,UKY22012DCR2X,6,1.83,39.3,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY 220 12/SC11,UKY22012SC11,6,1.83,39.3,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY 220 12/SC15,UKY22012SC15,6,1.83,39.3,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY22012/SC15,UKY22012SC15,6,1.83,39.3,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY 220 12/SC15 R2X,UKY22012SC15R2X,6,1.83,39.3,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY 220 12/SC15_R2X,UKY22012SC15R2X,6,1.83,39.3,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY22013/DC,UKY22013DC,8,2.44,42.1,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY 220 13/DC12,UKY22013DC12,8,2.44,42.1,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY 220 13/DC12 R3X,UKY22013DC12R3X,8,2.44,42.1,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY 220 13/SC12,UKY22013SC12,8,2.44,42.1,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY22013/SC12,UKY22013SC12,8,2.44,42.1,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY22014/DC12,UKY22014DC12,10,3.05,43.5,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ERICSSON,UKY 220 24/SC15,UKY22024SC15,3,0.91,33.9,https://fccid.io/ANATEL/01164-10-01882/Manual/6B919BD1-C385-4160-AEA5-A11D16F3B516/PDF
ANDREW,UMX10-459,UMX10459,10,3.05,43.1,https://www.datasheet.directory/pdfviewer?url=https%3A%2F%2Fdatasheet.iiic.cc%2Fdatasheets-1%2Fandrew%2FUMX12-459.pdf
COMMSCOPE,UMX10-459B,UMX10459B,10,3.05,43.1,Comsearch's Frequency Coordination Database
Andrew Corporation,UMX10-611A LF,UMX10611ALF,10,3.05,42.2,https://worldradiohistory.com/Archive-Catalogs/Miscellaneous-Manufacturers/Andrew-Catalog-1997.pdf
ANDREW,UMX10-611A RF,UMX10611ARF,10,3.05,42.2,https://worldradiohistory.com/Archive-Catalogs/Miscellaneous-Manufacturers/Andrew-Catalog-1997.pdf
Andrew Corporation,UMX10-611A RF,UMX10611ARF,10,3.05,42.2,https://worldradiohistory.com/Archive-Catalogs/Miscellaneous-Manufacturers/Andrew-Catalog-1997.pdf
COMMSCOPE,UMX10-611 RF,UMX10611RF,10,3.05,42.2,https://worldradiohistory.com/Archive-Catalogs/Miscellaneous-Manufacturers/Andrew-Catalog-1997.pdf
ANDREW,UMX10-6477 (6.4)RF,UMX10647764RF,10,3.05,43.4,https://www.datasheet.wiki/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.wiki%2Fdatasheets-1%2Fandrew%2FUMX10-6477.pdf
COMMSCOPE,UMX10-6477 (6.4)RF,UMX10647764RF,10,3.05,43.4,Comsearch's Frequency Coordination Database
ANDREW,UMX12-459,UMX12459,12,3.66,45.3,https://www.datasheet.directory/pdfviewer?url=https%3A%2F%2Fdatasheet.iiic.cc%2Fdatasheets-1%2Fandrew%2FUMX12-459.pdf
COMMSCOPE,UMX12-459,UMX12459,12,3.66,45.3,Comsearch's Frequency Coordination Database
COMMSCOPE,UMX12-459A,UMX12459A,12,3.66,45.3,Comsearch's Frequency Coordination Database
ANDREW,UMX12-59J RF,UMX1259JRF,12,3.66,44.8,Typo should be UHX1259JRF. Using that gain
ALCOMA,UNI3-6,UNI36,3,0.91,32.7,http://www.al-wireless.com/media/document/uni3-6.pdf
ALCOMA,UNI3-6-FS3S,UNI36FS3S,3,0.91,32.7,http://www.al-wireless.com/media/document/uni3-6.pdf
ALCOMA,UNI4-6,UNI46,4,1.22,35.6,http://us.al-wireless.com/media/document/uni4-6.pdf
ALCOMA,UNI4-6-FS3S,UNI46FS3S,4,1.22,35.6,http://us.al-wireless.com/media/document/uni4-6.pdf
ALCOMA,UNI4-6-RF3S,UNI46RF3S,4,1.22,35.6,http://us.al-wireless.com/media/document/uni4-6.pdf
ANDREW,UNX12-59J RF,UNX1259JRF,12,3.66,44.8,Typo should be UHX1259JRF. Using that gain
ANDREW,UNX6-59H LF,UNX659HLF,6,1.83,38.8,Typo should be UHX659HLF. Using that gain. 
ANDREW,UNX8-59J RF,UNX859JRF,8,2.44,41.3,Typo should be UHX859JRF Using that gain
GABRIEL,UOF 10-64A LF,UOF1064ALF,10,3.05,44,Comsearch's Frequency Coordination Database
GABRIEL,UOF10-64A LF,UOF1064ALF,10,3.05,44,Comsearch's Frequency Coordination Database
GABRIEL,UOF-10-64A LF,UOF1064ALF,10,3.05,44,Comsearch's Frequency Coordination Database
GABRIEL,UOF10-64B LF,UOF1064BLF,10,3.05,44,Comsearch's Frequency Coordination Database
GABRIEL,UOF10-64CSE(L),UOF1064CSEL,10,3.05,43.7,Comsearch's Frequency Coordination Database
GABRIEL,UOF10-64CSE LF,UOF1064CSELF,10,3.05,43.7,Comsearch's Frequency Coordination Database
GABRIEL,UOF10-64CSE (RF),UOF1064CSERF,10,3.05,43.7,Comsearch's Frequency Coordination Database
GABRIEL,UOF10-64CSE RF,UOF1064CSERF,10,3.05,43.7,Comsearch's Frequency Coordination Database
GABRIEL,UOF6-64DSE RF,UOF664DSERF,6,1.83,39.3,Comsearch's Frequency Coordination Database
GABRIEL,UOF8-64CSE,UOF864CSE,8,2.44,41.8,Comsearch's Frequency Coordination Database
GABRIEL,UOF8-64CSE LF,UOF864CSELF,8,2.44,41.8,Comsearch's Frequency Coordination Database
GABRIEL,UOF8-64CSE LF,UOF864CSELF,8,2.44,41.8,Comsearch's Frequency Coordination Database
GABRIEL,UOF8-64CSE RF,UOF864CSERF,8,2.44,41.8,Comsearch's Frequency Coordination Database
GABRIEL,UOF8-64 LF,UOF864LF,8,2.44,41.9,Comsearch's Frequency Coordination Database
ANDREW,UPX8-59E,UPX859E,8,2.44,41.3,"Typo could be UHX or HPX, both have same gain, so using that. "
COMMSCOPE,UPX8-59E,UPX859E,8,2.44,41.3,"Typo could be UHX or HPX, both have same gain, so using that. "
GABRIEL,US10P-3J23C,US10P3J23C,10,3.05,43.1,Typo should be USR10P3J23C. Using that gain.
RFS,USA6-757A,USA6757A,6,1.83,39,"Typo.  Should be this antenna, likely: https://www.rfsworld.com/pim/product/html/UXA6-U57AC"
GABRIEL,USR10P,USR10P,10,3.05,43.1,Comsearch's Frequency Coordination Database
GABRIEL,USR10P-3J23C,USR10P3J23C,10,3.05,43.1,Comsearch's Frequency Coordination Database
GABRIEL,USR10P-59,USR10P59,10,3.05,43.1,Comsearch's Frequency Coordination Database
GABRIEL,USR12P-3J23C,USR12P3J23C,12,3.66,44.7,Comsearch's Frequency Coordination Database
